registry_id,primary_name,location_address,city_name,county_name,fips_code,state_code,postal_code,latitude83,longitude83,huc8_code,accuracy_value,collect_mth_desc,ref_point_desc,create_date,update_date,last_reported_date,fac_url,pgm_sys_id,pgm_sys_acrnm,interest_type,program_url,pgm_report_url,public_ind,active_status,federal_agency_name,huc_12,federal_land_ind,fed_facility_code,epa_region_code,key_field,pwsid,facility_id,state_reported,state_intersection
110050975030,ALASKA GENERAL SEAFOODS NAKNEK - CANNERY-I-TP FOR ALASKA GENERAL SEAFOODS,6425 NE 175TH STREET,KENMORE,BRISTOL BAY ,53033,WA,98028,47.75821,-122.25573,17110012,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-26T18:38:03Z,2020-05-10T12:40:47Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110050975030,AK2261240 32593,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,INACTIVE,NA,NA,NA,NA,10,SFDWAK2261240 32593,AK2261240,32593,AK,WA
110003267731,MC ELROY METAL MILL,1500 HAMILTON RD,BOSSIER CITY,BOSSIER,22015,LA,71111-3890,32.53386,-93.72576,11140202,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2020-05-10T00:00:00Z,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110003267731,TX1013622 132306,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,06,SFDWTX1013622 132306,TX1013622,132306,TX,LA
110051295406,MCDONALDS STORE #14556 ROUTE 376-TREATMENT PLANT,10 MIDDLE ST,BRIDGEPORT,DUTCHESS,09001,CT,06604,41.17855,-73.18843,01100006,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2015-02-04T07:04:41Z,2020-05-10T12:45:56Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110051295406,NY1330217 5030,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,01,SFDWNY1330217 5030,NY1330217,5030,NY,CT
110050975030,ALASKA GENERAL SEAFOODS NAKNEK - CANNERY-I-TP FOR ALASKA GENERAL SEAFOODS,6425 NE 175TH STREET,KENMORE,BRISTOL BAY ,53033,WA,98028,47.75821,-122.25573,17110012,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-26T22:28:11Z,2020-05-10T12:41:12Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110050975030,AK2261240,SFDW,TRANSIENT NON-COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWAK2261240,AK2261240,NA,AK,WA
110050975030,ALASKA GENERAL SEAFOODS NAKNEK - CANNERY-I-TP FOR ALASKA GENERAL SEAFOODS,6425 NE 175TH STREET,KENMORE,BRISTOL BAY ,53033,WA,98028,47.75821,-122.25573,17110012,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-26T18:38:04Z,2020-05-10T12:40:47Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110050975030,AK2261240 32659,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,10,SFDWAK2261240 32659,AK2261240,32659,AK,WA
110012876593,DOGWOOD ACRES MH S/D-TREATMENT_PLT_WELL #1,"3212 6TH AVENUE SOUTH, SUITE 200",BIRMINGHAM,ROCKINGHAM,NA,AL,35222,33.51517,-86.78363,03160112,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-27T14:37:57Z,2020-05-10T12:44:20Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012876593,NC0279153 6120,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,04,SFDWNC0279153 6120,NC0279153,6120,NC,AL
110013256369,NORTHWEST PINES MOBILE HOME COMMUNITY-PLANT - 14022 WALTERS,5050 S SYRACUSE ST STE 1200,DENVER,HARRIS,NA,CO,80237-3388,39.625732,-104.89943099999999,10190003,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-27T13:42:14Z,2020-05-10T12:40:05Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110013256369,TX1011032 5302,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,08,SFDWTX1011032 5302,TX1011032,5302,TX,CO
110012876593,DOGWOOD ACRES MH S/D-TREATMENT_PLT_WELL #1,"3212 6TH AVENUE SOUTH, SUITE 200",BIRMINGHAM,ROCKINGHAM,NA,AL,35222,33.51517,-86.78363,03160112,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2002-10-30T17:52:32Z,2020-05-10T12:48:47Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012876593,NC0279153,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWNC0279153,NC0279153,NA,NC,AL
110052439991,FOSTER XTRA MART-TREATMENT PLANT WELL 1,"800 SOUTH STREET, SUITE 500",WALTHAM,PROVIDENCE,NA,MA,02454,42.35456,-71.26329,01090001,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-27T11:33:18Z,2020-05-10T12:50:32Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110052439991,RI2980275,SFDW,TRANSIENT NON-COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWRI2980275,RI2980275,NA,RI,MA
110052439991,FOSTER XTRA MART-TREATMENT PLANT WELL 1,"800 SOUTH STREET, SUITE 500",WALTHAM,PROVIDENCE,NA,MA,02454,42.35456,-71.26329,01090001,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-27T12:07:59Z,2020-05-10T12:51:44Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110052439991,RI2980275 3271,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,01,SFDWRI2980275 3271,RI2980275,3271,RI,MA
110013137051,BERWICK WATER DEPARTMENT,150 ROCHESTER STREET,BERWICK,YORK,23031,ME,03901,43.27421,-70.87631,01060003,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-26T20:37:50Z,2020-05-10T12:46:24Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110013137051,ME0090150 1615,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,01,SFDWME0090150 1615,ME0090150,1615,ME,NH
110013137051,BERWICK WATER DEPARTMENT,150 ROCHESTER STREET,BERWICK,YORK,23031,ME,03901,43.27421,-70.87631,01060003,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2002-10-30T18:54:39Z,2020-05-10T12:44:04Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110013137051,ME0090150,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWME0090150,ME0090150,NA,ME,NH
110070814888,LEE BAR RANCH - JIM NICHOLS,3587 POMPEY HOLLOW ROAD,CAZENOVIA,NA,NA,NY,13035,42.944612,-75.913088,04140202,NA,NA,NA,2022-01-27T00:00:00Z,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070814888,090600078 0600078TP001,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,NA,NA,NA,NA,NA,02,SFDW090600078 0600078TP001,090600078,0600078TP001,09,NY
110013256369,NORTHWEST PINES MOBILE HOME COMMUNITY-PLANT - 14022 WALTERS,5050 S SYRACUSE ST STE 1200,DENVER,HARRIS,NA,CO,80237-3388,39.625732,-104.89943099999999,10190003,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2002-10-31T11:52:05Z,2020-05-10T12:48:01Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110013256369,TX1011032,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWTX1011032,TX1011032,NA,TX,CO
110012919039,KAWBAWGAM ROAD COMMUNITY WATER SYSTEM,107 BEARTOWN ROAD,BARAGA,BARAGA,26013,MI,49908-9210,46.852014,-88.47998799999999,04020105,150,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2002-10-30T18:04:52Z,2020-05-10T12:42:41Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012919039,055293303,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,INACTIVE,NA,040201050601,NA,N,NA,SFDW055293303,055293303,NA,05,MI
110054109656,WILD HORSE PASS HOTEL & CASINO,5040 W WILD HORSE PASS BLVD,CHANDLER,MARICOPA,04013,AZ,85226,33.27769,-111.9713,15050100,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2008-01-31T19:08:00Z,NA,2008-01-31T19:08:00Z,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054109656,090400692,STATE,DRINKING WATER PROGRAM,NA,no data yet,Y,NA,NA,NA,NA,NA,09,STATE090400692,090400692,NA,09,AZ
110010213321,COLONIAL GLENN ESTATES-HYPOCHLORINATOR,2310 S MIAMI BLVD STE 238,DURHAM,BEAVER,42007,NC,27703,35.93741,-78.84179,03020201,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-27T11:27:28Z,2020-05-10T12:40:41Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110010213321,PA5040026 300,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,04,SFDWPA5040026 300,PA5040026,300,PA,NC
110012930356,SALT RIVER PUBLIC WORKS,10005 E OSBORN RD,SCOTTSDALE,MARICOPA,04013,AZ,85256,33.487741,-111.865283,15060106,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-26T17:58:43Z,2020-05-10T12:52:37Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012930356,090400109 0400109TP002,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,INACTIVE,NA,NA,NA,NA,09,SFDW090400109 0400109TP002,090400109,0400109TP002,09,AZ
110051825174,FAMILY FOODS (146845)-TREATMENT PLANT,2021 COMMERCE DRIVE #100,CENTERVILLE,DUPAGE,NA,MN,55038,45.161031,-93.03974199999999,07010206,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-27T03:48:44Z,2020-05-10T12:49:21Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110051825174,IL3146845,SFDW,TRANSIENT NON-COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWIL3146845,IL3146845,NA,IL,MN
110050869609,FRONTIER MART-RO SYSTEM,724 W. 3RD,ALLIANCE,GOSHEN,NA,NE,69301,42.09697,-102.87929,10150003,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2015-02-04T07:04:03Z,2020-05-10T12:46:05Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110050869609,WY5601419 19611,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,07,SFDWWY5601419 19611,WY5601419,19611,WY,NE
110012930356,SALT RIVER PUBLIC WORKS,10005 E OSBORN RD,SCOTTSDALE,MARICOPA,04013,AZ,85256,33.487741,-111.865283,15060106,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-26T17:58:43Z,2020-05-10T12:46:20Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012930356,090400109 0400109TP001,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,INACTIVE,NA,NA,NA,NA,09,SFDW090400109 0400109TP001,090400109,0400109TP001,09,AZ
110012949676,CTUIR PUBLIC WORKS DEPARTMENT WATER,46411 TIMINE WAY	,PENDLETON,UMATILLA,41059,OR,97801,45.666447999999995,-118.685104,17070103,362,INTERPOLATION-PHOTO,FACILITY CENTROID,2012-10-26T18:07:08Z,2020-05-10T12:46:11Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012949676,104111101 986,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,10,SFDW104111101 986,104111101,986,10,OR
110012930356,SALT RIVER PUBLIC WORKS,10005 E OSBORN RD,SCOTTSDALE,MARICOPA,04013,AZ,85256,33.487741,-111.865283,15060106,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-26T17:58:44Z,2020-05-10T12:52:37Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012930356,090400109 0400109TP003,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,09,SFDW090400109 0400109TP003,090400109,0400109TP003,09,AZ
110050869609,FRONTIER MART-RO SYSTEM,724 W. 3RD,ALLIANCE,GOSHEN,NA,NE,69301,42.09697,-102.87929,10150003,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-26T21:29:49Z,2020-05-10T12:43:28Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110050869609,WY5601419,SFDW,TRANSIENT NON-COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWWY5601419,WY5601419,NA,WY,NE
110010213321,COLONIAL GLENN ESTATES-HYPOCHLORINATOR,2310 S MIAMI BLVD STE 238,DURHAM,BEAVER,42007,NC,27703,35.93741,-78.84179,03020201,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2002-10-31T13:15:21Z,2020-05-10T12:44:01Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110010213321,PA5040026,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWPA5040026,PA5040026,NA,PA,NC
110012949676,CTUIR PUBLIC WORKS DEPARTMENT WATER,46411 TIMINE WAY	,PENDLETON,UMATILLA,41059,OR,97801,45.666447999999995,-118.685104,17070103,362,INTERPOLATION-PHOTO,FACILITY CENTROID,2012-10-26T18:07:08Z,2020-05-10T12:52:27Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012949676,104111101 25,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,10,SFDW104111101 25,104111101,25,10,OR
110012930356,SALT RIVER PUBLIC WORKS,10005 E OSBORN RD,SCOTTSDALE,MARICOPA,04013,AZ,85256,33.487741,-111.865283,15060106,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2002-10-30T18:08:02Z,2020-05-10T12:54:14Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012930356,090400109,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDW090400109,090400109,NA,09,AZ
110054526278,"CENTREVILLE SCHOOL - 6201 KENNETT PIKE, WILMINGTON",6201 KENNETT PIKE,WILMINGTON,NEW CASTLE,10003,DE,19807,39.82996,-75.62508,02040205,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2020-05-10T00:00:00Z,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054526278,DE0020094 6065,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,03,SFDWDE0020094 6065,DE0020094,6065,DE,PA
110012998596,GALENA TERRITORY -OAKWOOD-TP 01-TREATMENT PLANT,10996 FOUR SEASONS PL. SUITE 100G,CROWN POINT,VERMILION,NA,IN,46307,41.41917,-87.23747,04040001,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2002-10-30T18:24:01Z,2020-05-10T12:41:30Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012998596,IL1830600,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWIL1830600,IL1830600,NA,IL,IN
110051791094,CAMP GAN ISRAEL-BACK CABINS WELLHOUS,10 HIDDEN GLEN LN,AIRMONT,PIKE,NA,NY,10952,41.093489999999996,-74.08447,02030103,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-27T17:02:24Z,2020-05-10T12:46:07Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110051791094,PA2520968 302,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,02,SFDWPA2520968 302,PA2520968,302,PA,NY
110012949676,CTUIR PUBLIC WORKS DEPARTMENT WATER,46411 TIMINE WAY	,PENDLETON,UMATILLA,41059,OR,97801,45.666447999999995,-118.685104,17070103,362,INTERPOLATION-PHOTO,FACILITY CENTROID,2012-10-26T18:07:08Z,2020-05-10T12:44:42Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012949676,104111101 985,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,10,SFDW104111101 985,104111101,985,10,OR
110014922209,BAYONNE CITY OF,630 AVE C,BAYONNE,HUDSON,34017,NJ,07002-3878,40.649167999999996,-74.114851,02030104,30,INTERPOLATION-MAP,POINT WHERE SUBSTANCE IS RELEASED,2020-05-10T00:00:00Z,NA,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110014922209,NJ0901001 36426,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,02,SFDWNJ0901001 36426,NJ0901001,36426,NJ,NY
110012998596,GALENA TERRITORY -OAKWOOD-TP 01-TREATMENT PLANT,10996 FOUR SEASONS PL. SUITE 100G,CROWN POINT,VERMILION,NA,IN,46307,41.41917,-87.23747,04040001,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-26T13:38:17Z,2020-05-10T12:45:40Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012998596,IL1830600 17374,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,05,SFDWIL1830600 17374,IL1830600,17374,IL,IN
110051791094,CAMP GAN ISRAEL-BACK CABINS WELLHOUS,10 HIDDEN GLEN LN,AIRMONT,PIKE,NA,NY,10952,41.093489999999996,-74.08447,02030103,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-27T03:40:39Z,2020-05-10T12:50:14Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110051791094,PA2520968,SFDW,TRANSIENT NON-COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWPA2520968,PA2520968,NA,PA,NY
110012949676,CTUIR PUBLIC WORKS DEPARTMENT WATER,46411 TIMINE WAY	,PENDLETON,UMATILLA,41059,OR,97801,45.666447999999995,-118.685104,17070103,362,INTERPOLATION-PHOTO,FACILITY CENTROID,2012-10-26T18:07:08Z,2020-05-10T12:45:38Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012949676,104111101 984,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,10,SFDW104111101 984,104111101,984,10,OR
110012919039,KAWBAWGAM ROAD COMMUNITY WATER SYSTEM,107 BEARTOWN ROAD,BARAGA,BARAGA,26013,MI,49908-9210,46.852014,-88.47998799999999,04020105,150,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-26T18:09:44Z,2020-05-10T12:39:38Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012919039,055293303 1483,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,040201050601,NA,NA,05,SFDW055293303 1483,055293303,1483,05,MI
110051825174,FAMILY FOODS (146845)-TREATMENT PLANT,2021 COMMERCE DRIVE #100,CENTERVILLE,DUPAGE,NA,MN,55038,45.161031,-93.03974199999999,07010206,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-26T19:59:06Z,2020-05-10T12:40:56Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110051825174,IL3146845 23780,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,05,SFDWIL3146845 23780,IL3146845,23780,IL,MN
110012930356,SALT RIVER PUBLIC WORKS,10005 E OSBORN RD,SCOTTSDALE,MARICOPA,04013,AZ,85256,33.487741,-111.865283,15060106,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-26T17:58:44Z,2020-05-10T12:40:02Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012930356,090400109 0400109TP004,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,INACTIVE,NA,NA,NA,NA,09,SFDW090400109 0400109TP004,090400109,0400109TP004,09,AZ
110012949676,CTUIR PUBLIC WORKS DEPARTMENT WATER,46411 TIMINE WAY	,PENDLETON,UMATILLA,41059,OR,97801,45.666447999999995,-118.685104,17070103,362,INTERPOLATION-PHOTO,FACILITY CENTROID,2002-10-30T18:12:34Z,2020-05-10T12:49:34Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012949676,104111101,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDW104111101,104111101,NA,10,OR
110014922209,BAYONNE CITY OF,630 AVE C,BAYONNE,HUDSON,34017,NJ,07002-3878,40.649167999999996,-74.114851,02030104,30,INTERPOLATION-MAP,POINT WHERE SUBSTANCE IS RELEASED,2002-10-31T11:42:24Z,2020-05-10T12:51:00Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110014922209,NJ0901001,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWNJ0901001,NJ0901001,NA,NJ,NY
110006858604,BEAVER COMBUSTION TURBINE PLANT,80997 KALLUNKI RD,CLATSKANIE,COLUMBIA,41009,OR,97016,46.172816999999995,-123.17502,17080003,19,INTERPOLATION-PHOTO,CENTER OF FACILITY,2012-10-26T18:04:14Z,2020-05-10T12:38:55Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110006858604,OR4105246 648,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,170800030207,NA,NA,10,SFDWOR4105246 648,OR4105246,648,OR,WA
110013241651,WAH-HE-LUTE INDIAN SCHOOL,11110 CONINE AVE SE,OLYMPIA,THURSTON,53067,WA,98513,47.066748,-122.704386,17110015,50,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,2012-10-26T11:23:59Z,2020-05-10T12:39:41Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110013241651,105318112 136,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,171100150307,NA,NA,10,SFDW105318112 136,105318112,136,10,WA
110006858604,BEAVER COMBUSTION TURBINE PLANT,80997 KALLUNKI RD,CLATSKANIE,COLUMBIA,41009,OR,97016,46.172816999999995,-123.17502,17080003,19,INTERPOLATION-PHOTO,CENTER OF FACILITY,2012-10-27T12:19:38Z,2020-05-10T12:42:26Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110006858604,OR4190512,SFDW,TRANSIENT NON-COMMUNITY WATER SYSTEM,NA,no data yet,Y,INACTIVE,NA,170800030207,NA,N,NA,SFDWOR4190512,OR4190512,NA,OR,WA
110012938429,KASHIA,"3535 INDUSTRIAL DRIVE, SUITE B-2",SANTA ROSA,SONOMA,06097,CA,95403-2039,38.47685,-122.73608999999999,18010110,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2012-10-26T18:29:03Z,2020-05-10T12:39:05Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012938429,090600135 0600135TP002,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,09,SFDW090600135 0600135TP002,090600135,0600135TP002,09,CA
110013098012,BARRON LAKE/ROSEBUSH-TREATMENT PLANT,7205 ESTERO BLVD,FT MYERS BEACH,CASS,NA,FL,33931,26.41407,-81.90041,03090204,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2002-10-30T18:46:16Z,2020-05-10T12:42:48Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110013098012,MI0040092,SFDW,COMMUNITY WATER SYSTEM,NA,no data yet,Y,ACTIVE,NA,NA,NA,N,NA,SFDWMI0040092,MI0040092,NA,MI,FL
110013241919,CONDOS,26 CHANDLER AVNUE,PLAISTOW,ROCKINGHAM,33015,NH,03865-2963,42.820609999999995,-71.10016999999999,01070006,30,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,2016-06-28T14:19:35Z,2020-05-10T12:39:03Z,NA,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110013241919,NH1932130 502,SFDW,WATER TREATMENT PLANT,NA,no data yet,Y,ACTIVE,NA,NA,NA,NA,01,SFDWNH1932130 502,NH1932130,502,NH,MA
